list,experimental_list,block,item_order,item_id,Condition,block_within_speaker,name,image,guise,topic,sentence,question,Answer,audio,trial_type,audio_question,audio_answer,audio_alt1,audio_alt2,audio_alt3
M1_list1BaseB-a,list1BaseB-a,3,3,SVA_47_SSP,SVA,1,Hayley,w3_face.png,Southern,this is convenient,did you notice that the tray for the meal totally were left over there.,Was there more than one tray left over there?,n,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,3,4,Without_12_Y,Without,1,Hayley,w3_face.png,Southern,anyways,that's not true since Alice went out partying without her earrings off this Friday night.,Was Alice wearing her earrings when she partied on Friday?,y,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,4,0,NA,NA,1,Madison,w2_face.png,NA,NA,NA,NA,NA,Madison_Northern2_NoCollege_EPCAgreement.wav,audio,Where is Madison from?,"Suburbs of Columbus, Ohio",Coast of Maine,Rural part of Nebraska,"Chicago, Illinois"
M1_list1BaseB-a,list1BaseB-a,4,1,Colloq6,Colloq,1,Madison,w2_face.png,Northern,omg,jimmy was talking to a girl after class. we have got to have a convo NOW,Was Jimmy talking to a girl?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,4,2,SVA_43_SSS,SVA,1,Madison,w2_face.png,Northern,but yeah about that takeout order,of course the pizza for the teenager really was ready to eat.,Was there more than one pizza ready to eat?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,4,3,SVA_24_SSP,SVA,1,Madison,w2_face.png,Northern,got a Law and Order recap,and she said that the witness for the lawyer literally were out to lunch.,Was there more than one witness out to lunch?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,4,4,Colloq26,Colloq,1,Madison,w2_face.png,Northern,you free tn at 9?,you should def come with us to see that new scary movie tn!!,Does Madison want to watch a film?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,5,0,NA,NA,2,Ashley,w1_face.png,NA,NA,NA,NA,NA,Ashley_Northern1_NoCollege_EPCAgreement.wav,audio,Where is Ashley from?,Outside of D.C.,Desert town in western Nevada,Near San Francisco,Small town in eastern Pennsylvania
M1_list1BaseB-a,list1BaseB-a,5,1,Colloq18,Colloq,2,Ashley,w1_face.png,Northern,yess Jane's cooking,ugh my roomates pasta is literally the best omg,Does Ashley like her roommate's cooking?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,5,2,GlobalAmb2,GlobalAmb,2,Ashley,w1_face.png,Northern,you gotta hear this,in this story the butler of the actor who did not like himself very much caught the armed robber.,Was it the butler who didn't like himself?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,5,3,SVA_4_SPS,SVA,2,Ashley,w1_face.png,Northern,clearly a party,it's obvious because the door to the rooms finally was all nicely decorated.,Was there more than one door with nice decorations?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,5,4,SVA_3_SPS,SVA,2,Ashley,w1_face.png,Northern,talk about dedication,Tom said the author of the novels actually was in the haunted cabin.,Was there more than one author in the cabin?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,6,0,NA,NA,2,Shelby,w4_face.png,NA,NA,NA,NA,NA,Shelby_Southern2_NoCollege_EPCAgreement.wav,audio,Where is Shelby from?,Rural part of eastern Tennessee,Small town on the Florida panhandle,Central Indiana,"Suburb of Boston, Massachusetts"
M1_list1BaseB-a,list1BaseB-a,6,1,Colloq29,Colloq,2,Shelby,w4_face.png,Southern,this sucks,this online class is actually so annoying and useless omg,Does Shelby have obligations she doesn't like much?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,6,2,SVA_19_SSP,SVA,2,Shelby,w4_face.png,Southern,so the dangerous dog,I heard that the lawsuit against the owner actually were for revenge.,Was there more than one lawsuit used for revenge?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,6,3,SVA_28_SPP,SVA,2,Shelby,w4_face.png,Southern,finally looked at the top shelf,but I saw that the box for the gifts literally were in the closet.,Was there more than one box in the closet?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,6,4,PNC_20_C,PNC,2,Shelby,w4_face.png,Southern,back to the library all-nighter,yesterday I saw that the librarian stopped a book from actually falling off the shelf.,Did the book fall off of the shelf?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,7,0,NA,NA,2,Hayley,w3_face.png,NA,NA,NA,NA,NA,Hayley_Southern1_NoCollege_EPCAgreement.wav,audio,Where is Hayley from?,Mountains of southwest Virginia,New York City,Suburbs of St. Louis,Farm community in central Kansas
M1_list1BaseB-a,list1BaseB-a,7,1,PNC_1_C,PNC,2,Hayley,w3_face.png,Southern,oh wow,last week a lifeguard saved a child from surely drowning at the local pool.,Did the child drown at the local pool?,n,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,7,2,SC-DObias-pp2,SC-DObias-pp,2,Hayley,w3_face.png,Southern,back to the gallery interview,"it's too bad, the art critics wrote the interviews had been a complete disaster.",Did more than one interview go poorly?,y,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,7,3,ORC-lexicalverb-pp2,ORC-lexicalverb-pp,2,Hayley,w3_face.png,Southern,anyways,so the students the representatives addressed wore jeans to the reception.,Did the dress code seem formal?,n,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,7,4,SVA_8_SPS,SVA,2,Hayley,w3_face.png,Southern,"so, pest control",I found out that the trap for the rats really was in the basement.,Was there more than one trap in the basement?,n,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,8,0,NA,NA,2,Madison,w2_face.png,NA,NA,NA,NA,NA,Madison_Northern2_NoCollege_EPCAgreement.wav,audio,Where is Madison from?,"Suburbs of Columbus, Ohio",Coast of Maine,Rural part of Nebraska,"Chicago, Illinois"
M1_list1BaseB-a,list1BaseB-a,8,1,Without_7_N,Without,2,Madison,w2_face.png,Northern,anyways bedtime,his girlfriend remembered that Jim went to bed without his socks on last night.,Was Jim wearing his socks when he went to bed?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,8,2,SVA_15_SSS,SVA,2,Madison,w2_face.png,Northern,about the baby shower,she said the present for the baby probably was in the closet.,Was there more than one present in the closet?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,8,3,Colloq21,Colloq,2,Madison,w2_face.png,Northern,ughhh,idk why my mom is calling me so much. i'm fine!!,Did Madison receive many calls from her mother?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list1BaseB-a,list1BaseB-a,8,4,SVA_33_SPP,SVA,2,Madison,w2_face.png,Northern,not just stamps,he noticed that the envelope for the letters finally were in the drawer.,Was there more than one envelope in the drawer?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
