list,experimental_list,block,item_order,item_id,Condition,block_within_speaker,name,image,guise,topic,sentence,question,Answer,audio,trial_type,audio_question,audio_answer,audio_alt1,audio_alt2,audio_alt3
M1_list2BaseB-b,list2BaseB-b,5,14,Colloq20,Colloq,2,Hayley,w3_face.png,Southern,oops,lowkey i really have to call my mom back so she doesn't think i'm actually dead,Does Hayley sometimes forget to return phone calls?,y,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,5,15,SVA_18_SPP,SVA,2,Hayley,w3_face.png,Southern,fun fact of the day,did you know that the inventor of the motorcycles actually were in the news today.,Was there more than one inventor in the news?,n,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,5,16,SVA_1_SPS,SVA,2,Hayley,w3_face.png,Southern,about the old vase,looks like the vase for the flowers probably was long forgotten in the basement.,Was there more than one vase in the basement?,n,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,5,17,Colloq46,Colloq,2,Hayley,w3_face.png,Southern,I feel so much better,my roommate is the literal best for bringing my sweatshirt to me.,Is Hayley's roommate considerate?,y,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,5,18,SVA_11_SPS,SVA,2,Hayley,w3_face.png,Southern,back to the neon,he noticed the sign on the taxis actually was lit up brightly.,Was there more than one sign lit up brightly?,n,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,5,19,GlobalAmb10,GlobalAmb,2,Hayley,w3_face.png,Southern,she's gotta get a hobby,did you hear the daughter of the saleswoman who talked to herself all the time walked in to the room.,Was it the saleswoman who talked to herself?,y,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,5,20,Without_13_Y,Without,2,Hayley,w3_face.png,Southern,back to going out,I think Jenny entered the bar without her rings off early last night.,Was Jenny wearing her rings when she entered the bar?,y,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,5,21,PNC_8_C,PNC,2,Hayley,w3_face.png,Southern,oh man,it's crazy that a firefighter kept a bomb from actually exploding in the building's basement.,Did the bomb explode in the building's basement?,n,Hayley_Southern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,0,NA,NA,2,Madison,w2_face.png,NA,NA,NA,NA,NA,Madison_Northern2_NoCollege_EPCAgreement.wav,audio,Where is Madison from?,"Suburbs of Columbus, Ohio",Coast of Maine,Rural part of Nebraska,"Chicago, Illinois"
M1_list2BaseB-b,list2BaseB-b,6,1,Without_7_Y,Without,2,Madison,w2_face.png,Northern,anyways bedtime,his girlfriend remembered that Jim went to bed without his socks off last night.,Was Jim wearing his socks when he went to bed?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,2,SVA_15_SPP,SVA,2,Madison,w2_face.png,Northern,about the baby shower,she said the present for the babies probably were in the closet.,Was there more than one present in the closet?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,3,Colloq21,Colloq,2,Madison,w2_face.png,Northern,ughhh,idk why my mom is calling me so much. i'm fine!!,Did Madison receive many calls from her mother?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,4,SVA_33_SPS,SVA,2,Madison,w2_face.png,Northern,not just stamps,he noticed that the envelope for the letters finally was in the drawer.,Was there more than one envelope in the drawer?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,5,SVA_44_SSP,SVA,2,Madison,w2_face.png,Northern,"anyways, gardenening",of course the pot for the plant probably were on the porch.,Was there more than one pot on the porch?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,6,Colloq31,Colloq,2,Madison,w2_face.png,Northern,so mad,I gotta work late tonight.,Is Madison working late tonight?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,7,SVA_2_SSS,SVA,2,Madison,w2_face.png,Northern,beach detour again,ugh so the highway to the island really was still under repair.,Was there more than one highway still under repair?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,8,SVA_29_SSP,SVA,2,Madison,w2_face.png,Northern,this a safety problem?,so it seems like the bridge over the river literally were left swinging wildly.,Was there more than one bridge left swinging wildly?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,9,Without_20_Y,Without,2,Madison,w2_face.png,Northern,yep,we all know Claudia walked to class without her headphones off this afternoon.,Was Claudia wearing her headphones when she walked to class?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,10,Colloq35,Colloq,2,Madison,w2_face.png,Northern,meant to ask you,got any plans for the summer? barely thought about it yet,Is Madison still thinking about her plans?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,11,SC-DObias-ps3,SC-DObias-ps,2,Madison,w2_face.png,Northern,everyone's scandalized!,"it's the big local story, the newspaper editors advocated the truth needed to be made public.",Did the editors support something staying secret?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,12,PNC_24_C,PNC,2,Madison,w2_face.png,Northern,back to the election rally,the news said the riot cops restrained the protesters from actually tearing down the big fence.,Did the protesters tear down the big fence?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,13,Colloq16,Colloq,2,Madison,w2_face.png,Northern,mmm choices,"idk what to get, hbu?",Does Madison have her mind made up?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,14,GlobalAmb6,GlobalAmb,2,Madison,w2_face.png,Northern,back to the royal family tabloids,sometimes the sister of the baroness who admired herself an inordinate amount enjoyed all the attention.,Was it the sister who admired herself?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,15,ORC-copula-ps1,ORC-copula-ps,2,Madison,w2_face.png,Northern,wow fancy,"so, actually, the golfers the caddy escorted were eager to return to the country club.",Did more than one golfer seem pressed for time?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,16,Colloq44,Colloq,2,Madison,w2_face.png,Northern,ok rude,"there's actually no way he didn't invite me to the party, right??",Is Madison mad at her friend?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,17,Colloq37,Colloq,2,Madison,w2_face.png,Northern,saw the most adorable puppy today,the cutie had floppy ears and the happiest little wag in his tail omg,Was Madison excited about something?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,18,PNC_21_C,PNC,2,Madison,w2_face.png,Northern,about the hospital patient,last year the nurses restrained a man from surely leaving the hospital right away.,Did the man leave the hospital right away?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,19,Without_2_N,Without,2,Madison,w2_face.png,Northern,so this morning,I think Alex left the dorm without his coat on early this morning.,Was Alex wearing his coat when he left this morning?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,20,PNC_10_P,PNC,2,Madison,w2_face.png,Northern,I LOVE MY MOM,I couldn't believe my mom saved a woman from almost fainting on the steep escalator.,Did the woman faint on the steep escalator?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,6,21,SVA_20_SPS,SVA,2,Madison,w2_face.png,Northern,about the downtown offices,I think that the office of the employees actually was past main street.,Was there more than one office past main street?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,0,NA,NA,2,Ashley,w1_face.png,NA,NA,NA,NA,NA,Ashley_Northern1_NoCollege_EPCAgreement.wav,audio,Where is Ashley from?,Outside of D.C.,Desert town in western Nevada,Near San Francisco,Small town in eastern Pennsylvania
M1_list2BaseB-b,list2BaseB-b,7,1,Colloq18,Colloq,2,Ashley,w1_face.png,Northern,yess Jane's cooking,ugh my roomates pasta is literally the best omg,Does Ashley like her roommate's cooking?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,2,GlobalAmb2,GlobalAmb,2,Ashley,w1_face.png,Northern,you gotta hear this,in this story the butler of the actor who did not like himself very much caught the armed robber.,Was it the butler who didn't like himself?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,3,SVA_4_SSP,SVA,2,Ashley,w1_face.png,Northern,clearly a party,it's obvious because the door to the room finally were all nicely decorated.,Was there more than one door with nice decorations?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,4,SVA_3_SSP,SVA,2,Ashley,w1_face.png,Northern,talk about dedication,Tom said the author of the novel actually were in the haunted cabin.,Was there more than one author in the cabin?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,5,ORC-lexicalverb-ps2,ORC-lexicalverb-ps,2,Ashley,w1_face.png,Northern,a lot going on with that field trip,but the visitor the hosts engaged described the route to the attractions.,Was there more than one attraction?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,6,SVA_14_SSS,SVA,2,Ashley,w1_face.png,Northern,about the film fest,he said that the director of the film actually was on the stage.,Was there more than one director on the stage?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,7,GlobalAmb12,GlobalAmb,2,Ashley,w1_face.png,Northern,our neighbors are so loud,and the aunt of the nun who lost herself in thought was disturbed by the noise.,Was the nun lost in thought?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,8,Without_1_Y,Without,2,Ashley,w1_face.png,Northern,back to running,it's true that Chris ran the trail without his shirt off the other day.,Was Chris wearing his shirt when he went out running?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,9,Colloq25,Colloq,2,Ashley,w1_face.png,Northern,you see that new show on Netflix?,it's about a girl who has super powers.,Does Ashley like shows about superheroes?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,10,PNC_7_C,PNC,2,Ashley,w1_face.png,Northern,guess what,I saw that a cop prevented a stroller from surely tipping into the bushes.,Did the stroller tip in to the bushes?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,11,Colloq12,Colloq,2,Ashley,w1_face.png,Northern,im feeling a movie night,you down to watch netflix tn?,Does Ashley use Netflix?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,12,PNC_23_P,PNC,2,Ashley,w1_face.png,Northern,got the local news,she told me that the cashier restrained a pickpocket from almost taking the cash and running away.,Did the pickpocket take the cash and run?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,13,Colloq36,Colloq,2,Ashley,w1_face.png,Northern,good news,omg. the deadline was moved to next week. THANK GOD,Does Ashley seem relieved?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,14,SVA_17_SPP,SVA,2,Ashley,w1_face.png,Northern,about the hermit,haven't you heard that the house on the hills totally were from that movie.,Was there more than one house from that movie?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,15,Colloq4,Colloq,2,Ashley,w1_face.png,Northern,just waiting,i cannot stand this bus. it is never on time and is so crowded omg,Does Ashley dislike taking the bus?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,16,SVA_37_SSS,SVA,2,Ashley,w1_face.png,Northern,love that cooking show,it's true that the knife for the chef probably was in need of sharpening.,Was there more than one knife that needed sharpening?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,17,Colloq43,Colloq,2,Ashley,w1_face.png,Northern,"hey, are you ok?",I heard about the fight you had with Jimmy,Does Ashley seem concerned?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,18,Without_3_N,Without,2,Ashley,w1_face.png,Northern,bad idea,so actually Isabella went out swimming without her goggles on this afternoon.,Was Isabella wearing her goggles when she went swimming today?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,19,SVA_9_SPS,SVA,2,Ashley,w1_face.png,Northern,"anyways, getting to the cabin",so yeah the road to the mountains literally was all covered with leaves.,Was there more than one road covered with leaves?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,20,PNC_11_P,PNC,2,Ashley,w1_face.png,Northern,about the litter,last night the child prevented the trash from nearly falling in the open gutter.,Did the trash fall in the open gutter?,y,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,7,21,Without_14_N,Without,2,Ashley,w1_face.png,Northern,wow rookie stuff,she saw that Sam worked his shift without his sunglasses on this morning.,Was Sam wearing his sunglasses when he worked his shift?,n,Ashley_Northern1_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,0,NA,NA,2,Shelby,w4_face.png,NA,NA,NA,NA,NA,Shelby_Southern2_NoCollege_EPCAgreement.wav,audio,Where is Shelby from?,Rural part of eastern Tennessee,Small town on the Florida panhandle,Central Indiana,"Suburb of Boston, Massachusetts"
M1_list2BaseB-b,list2BaseB-b,8,1,Colloq29,Colloq,2,Shelby,w4_face.png,Southern,this sucks,this online class is actually so annoying and useless omg,Does Shelby have obligations she doesn't like much?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,2,SVA_19_SSS,SVA,2,Shelby,w4_face.png,Southern,so the dangerous dog,I heard that the lawsuit against the owner actually was for revenge.,Was there more than one lawsuit used for revenge?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,3,SVA_28_SPS,SVA,2,Shelby,w4_face.png,Southern,finally looked at the top shelf,but I saw that the box for the gifts literally was in the closet.,Was there more than one box in the closet?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,4,PNC_20_P,PNC,2,Shelby,w4_face.png,Southern,back to the library all-nighter,yesterday I saw that the librarian stopped a book from almost falling off the shelf.,Did the book fall off of the shelf?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,5,Colloq14,Colloq,2,Shelby,w4_face.png,Southern,so hard to decide,shoudl we cook or go out?? i kinda wanna do both,Is Shelby feeling ambivalent about something?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,6,Colloq19,Colloq,2,Shelby,w4_face.png,Southern,only 3 weeks left,i cannot wait until my vacation!,Does Shelby plan to go on vacation?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,7,GlobalAmb1,GlobalAmb,2,Shelby,w4_face.png,Southern,back to the wedding craziness,wow the mother of the bride who embarrassed herself at the reception was complaining to the priest.,Was the mother embarrassed?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,8,PNC_3_C,PNC,2,Shelby,w4_face.png,Southern,seriously,last year my neighbor prevented a lady from actually dying of a bad stroke.,Did the lady die of a bad stroke?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,9,SVA_45_SSS,SVA,2,Shelby,w4_face.png,Southern,I'm so nearsighted,I couldn't see but the switch to the light probably was by the door.,Was there more than one switch by the door?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,10,Without_11_N,Without,2,Shelby,w4_face.png,Southern,it's getting warm,I saw Philip rode his bike without his sweatshirt on last Wednesday morning.,Was Phillip wearing his sweatshirt when he rode his bike?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,11,GlobalAmb9,GlobalAmb,2,Shelby,w4_face.png,Southern,I can't deal,but the landlord of the businessman who had locked himself in the office received a phone call.,Was it the businessman who was locked up?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,12,Colloq23,Colloq,2,Shelby,w4_face.png,Southern,yay,I can't wait until I can see my sister everyday!,Does Shelby get along well with her sister?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,13,PNC_9_C,PNC,2,Shelby,w4_face.png,Southern,speaking of cats,yesterday I heard that a mailman saved a cat from actually climbing a very tall tree.,Did the cat climb the very tall tree?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,14,SVA_31_SSP,SVA,2,Shelby,w4_face.png,Southern,not sure if it matters,I noticed that the computer for the project actually were in the lab.,Was there more than one computer in the lab?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,15,Colloq8,Colloq,2,Shelby,w4_face.png,Southern,back to the game,when and where for the tailgate??,Is Shelby going to tailgate for the game?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,16,ORC-copula-pp2,ORC-copula-pp,2,Shelby,w4_face.png,Southern,just did lift day,so the personal trainers the athletes exercised with were extremely expensive but worth the money.,Did someone charge less than he should have?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,17,Without_16_Y,Without,2,Shelby,w4_face.png,Southern,he's a monkey,I heard Felix climbed up the tree without his shoes off late yesterday afternoon.,Was Felix wearing his shoes when he climbed the tree?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,18,Colloq39,Colloq,2,Shelby,w4_face.png,Southern,omg,panda express is free today! LETS GOOOOOO!,Was something given away for free?,y,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,19,SVA_30_SPP,SVA,2,Shelby,w4_face.png,Southern,ooo,I mean the cake for the weddings totally were made of chocolate.,Was there more than one cake made of chocolate?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,20,Without_9_N,Without,2,Shelby,w4_face.png,Southern,"so, vacation",it's nice that Amelia walked on the beach without her sandals on all day yesterday.,Was Amelia wearing her sandals when she visited the beach?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list2BaseB-b,list2BaseB-b,8,21,SVA_27_SSP,SVA,2,Shelby,w4_face.png,Southern,true!,did you notice that the plate with the cookie finally were put on the counter.,Was there more than one plate on the counter?,n,Shelby_Southern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,0,NA,NA,1,Madison,w2_face.png,NA,NA,NA,NA,NA,Madison_Northern2_NoCollege_EPCAgreement.wav,audio,Where is Madison from?,"Suburbs of Columbus, Ohio",Coast of Maine,Rural part of Nebraska,"Chicago, Illinois"
M1_list3BaseA-a,list3BaseA-a,1,1,Without_6_Y,Without,1,Madison,w2_face.png,Northern,ugh frostbite,it's probably because Patrick decided to ski without his gloves off last weekend.,Was Patrick wearing his gloves when he decided to ski?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,2,SVA_35_SSP,SVA,1,Madison,w2_face.png,Northern,look behind the door,did you notice that the hook for the jacket totally were on the wall.,Was there more than one hook on the wall?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,3,Colloq9,Colloq,1,Madison,w2_face.png,Northern,hey,you going to mark's party tmrw night?,Is Mark having an event?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,4,SVA_48_SPS,SVA,1,Madison,w2_face.png,Northern,so shiny,it's so nice that the trophy for the competitors finally was on the stage.,Was there more than one trophy on the stage?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,5,Colloq33,Colloq,1,Madison,w2_face.png,Northern,anyways,lowkey i am so not ready for work tmrw,Is Madison unprepared for something?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,6,Colloq42,Colloq,1,Madison,w2_face.png,Northern,so excited,there's free ice cream in the common area btw,Does Madison like ice cream?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,7,SVA_34_SSS,SVA,1,Madison,w2_face.png,Northern,saw this just a minute ago,"oh, but the frame for the photo probably was on the shelf.",Was there more than one frame on the shelf?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,8,Colloq45,Colloq,1,Madison,w2_face.png,Northern,OH!,pls do not forget to send an invite to Cindy for dinner tn!!,Is Cindy going to be invited to dinner?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,9,Colloq1,Colloq,1,Madison,w2_face.png,Northern,omg wait,did she actually do that???,Does Madison seem mad?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,10,SVA_36_SPS,SVA,1,Madison,w2_face.png,Northern,no really,I know that the key to the cabinets literally was on the table.,Was there more than one key on the table?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,11,PNC_14_P,PNC,1,Madison,w2_face.png,Northern,watch the National Parks documentary,in the movie the park ranger rescued a bird from nearly flying in to the window.,Did the bird fly in to the window?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,12,Without_21_N,Without,1,Madison,w2_face.png,Northern,back to grocery shopping,seems like Laura went out shopping without her scarf on all yesterday morning.,Was Laura wearing her scarf when she went shopping yesterday?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,13,PNC_2_C,PNC,1,Madison,w2_face.png,Northern,awww,last night a stranger rescued a dog from actually falling down a deep well.,Did the dog fall down a deep well?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,14,GlobalAmb11,GlobalAmb,1,Madison,w2_face.png,Northern,guess that's that,so maybe the son of the fireman who criticized himself far too often was painting the bedroom.,Was the fireman self-critical?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,15,Colloq27,Colloq,1,Madison,w2_face.png,Northern,I'm dead,we were in line for the new marvel movie for TWELVE HOURS,Does Madison seem like a patient person?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,16,SC-DObias-pp1,SC-DObias-pp,1,Madison,w2_face.png,Northern,about the mistakes,at the mall the other day the sales clerks acknowledged the errors should have been detected earlier.,Did the errors get noticed right away?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,17,ORC-lexicalverb-ps1,ORC-lexicalverb-ps,1,Madison,w2_face.png,Northern,ugh cvs,did you hear the assistant the pharmacists guided placed the order for the drug.,Was there more than one pharmacist?,y,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,18,SVA_13_SPP,SVA,1,Madison,w2_face.png,Northern,back to the debate,the news said that the debate over the drugs really were on today's schedule.,Was there more than one debate on today's schedule?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
M1_list3BaseA-a,list3BaseA-a,1,19,PNC_22_C,PNC,1,Madison,w2_face.png,Northern,so some championship drama,I heard that the coach restrained a boxer from surely starting a fight last night.,Did the boxer start a fight last night?,n,Madison_Northern2_NoCollege_EPCAgreement.wav,spr,NA,NA,NA,NA,NA
